month, format: day,hour,forecast,일최고기온,6시간강수량,풍속,강수형태,3시간기온,하늘상태,6시간적설,풍향,일최저기온,강수확률,습도
1, 1,200.0,4.0,3.0,,3.1,0.0,3.0,4.0,,299.0,-1.0,30.0,70.0
1, 1,200.0,7.0,6.0,0.0,2.3,0.0,1.0,4.0,0.0,299.0,-2.0,30.0,75.0
1, 1,200.0,10.0,6.0,,1.8,0.0,0.0,4.0,,297.0,,30.0,85.0
1, 1,200.0,13.0,,0.0,1.8,0.0,1.0,3.0,0.0,289.0,,20.0,85.0
1, 1,200.0,16.0,,,1.6,0.0,1.0,4.0,,308.0,,30.0,85.0
1, 1,200.0,19.0,,0.0,1.6,0.0,0.0,4.0,0.0,317.0,,30.0,80.0
1, 1,200.0,22.0,,,1.4,0.0,0.0,3.0,,309.0,,20.0,85.0
1, 1,200.0,25.0,,0.0,1.8,0.0,4.0,3.0,0.0,297.0,,20.0,75.0
1, 1,200.0,28.0,,,2.6,0.0,5.0,3.0,,313.0,,20.0,75.0
1, 1,200.0,31.0,,0.0,2.1,0.0,3.0,3.0,0.0,321.0,,20.0,80.0
1, 1,200.0,34.0,,,1.8,0.0,1.0,3.0,,322.0,,20.0,80.0
1, 1,200.0,37.0,,0.0,1.5,0.0,0.0,3.0,0.0,323.0,,20.0,75.0
1, 1,200.0,40.0,,,1.6,0.0,0.0,3.0,,320.0,,20.0,90.0
1, 1,200.0,43.0,,0.0,1.5,0.0,0.0,3.0,0.0,328.0,,20.0,90.0
1, 1,200.0,46.0,,,1.6,0.0,0.0,4.0,,325.0,,30.0,90.0
1, 1,200.0,49.0,,0.0,2.0,0.0,5.0,4.0,0.0,319.0,,30.0,70.0
1, 1,200.0,52.0,,,2.8,0.0,6.0,4.0,,319.0,,30.0,65.0
1, 1,200.0,55.0,,0.0,1.9,0.0,4.0,4.0,0.0,325.0,,30.0,80.0
1, 1,200.0,58.0,,,1.6,0.0,2.0,4.0,,317.0,,30.0,90.0
1, 1,200.0,61.0,,0.0,1.5,0.0,2.0,3.0,0.0,302.0,,20.0,90.0
1, 1,500.0,4.0,6.0,0.0,2.3,0.0,1.0,4.0,0.0,299.0,-1.0,30.0,75.0
1, 1,500.0,7.0,6.0,,1.8,0.0,0.0,4.0,,297.0,-2.0,30.0,85.0
1, 1,500.0,10.0,,0.0,1.8,0.0,1.0,3.0,0.0,289.0,,20.0,85.0
1, 1,500.0,13.0,,,1.6,0.0,1.0,4.0,,308.0,,30.0,85.0
1, 1,500.0,16.0,,0.0,1.6,0.0,0.0,4.0,0.0,317.0,,30.0,80.0
1, 1,500.0,19.0,,,1.4,0.0,0.0,3.0,,309.0,,20.0,85.0
1, 1,500.0,22.0,,0.0,1.8,0.0,4.0,3.0,0.0,297.0,,20.0,75.0
1, 1,500.0,25.0,,,2.6,0.0,5.0,3.0,,313.0,,20.0,75.0
1, 1,500.0,28.0,,0.0,2.1,0.0,3.0,3.0,0.0,321.0,,20.0,80.0
1, 1,500.0,31.0,,,1.8,0.0,1.0,3.0,,322.0,,20.0,80.0
1, 1,500.0,34.0,,0.0,1.5,0.0,0.0,3.0,0.0,323.0,,20.0,75.0
1, 1,500.0,37.0,,,1.6,0.0,0.0,3.0,,320.0,,20.0,90.0
1, 1,500.0,40.0,,0.0,1.5,0.0,0.0,3.0,0.0,328.0,,20.0,90.0
1, 1,500.0,43.0,,,1.6,0.0,0.0,4.0,,325.0,,30.0,90.0
1, 1,500.0,46.0,,0.0,2.0,0.0,5.0,4.0,0.0,319.0,,30.0,70.0
1, 1,500.0,49.0,,,2.8,0.0,6.0,4.0,,319.0,,30.0,65.0
1, 1,500.0,52.0,,0.0,1.9,0.0,4.0,4.0,0.0,325.0,,30.0,80.0
1, 1,500.0,55.0,,,1.6,0.0,2.0,4.0,,317.0,,30.0,90.0
1, 1,500.0,58.0,,0.0,1.5,0.0,2.0,3.0,0.0,302.0,,20.0,90.0
1, 1,800.0,4.0,5.0,,1.4,0.0,1.0,4.0,,324.0,-1.0,30.0,80.0
1, 1,800.0,7.0,6.0,0.0,1.4,0.0,1.0,3.0,0.0,295.0,-1.0,20.0,80.0
1, 1,800.0,10.0,,,1.3,0.0,-1.0,4.0,,318.0,,30.0,95.0
1, 1,800.0,13.0,,0.0,1.6,0.0,-1.0,4.0,0.0,310.0,,30.0,90.0
1, 1,800.0,16.0,,,1.6,0.0,-1.0,3.0,,300.0,,20.0,90.0
1, 1,800.0,19.0,,0.0,2.0,0.0,3.0,3.0,0.0,294.0,,20.0,80.0
1, 1,800.0,22.0,,,2.8,0.0,5.0,3.0,,305.0,,20.0,65.0
1, 1,800.0,25.0,,0.0,2.1,0.0,3.0,3.0,0.0,311.0,,20.0,80.0
1, 1,800.0,28.0,,,1.8,0.0,2.0,3.0,,315.0,,20.0,75.0
1, 1,800.0,31.0,,0.0,1.6,0.0,2.0,3.0,0.0,315.0,,20.0,80.0
1, 1,800.0,34.0,,,1.7,0.0,1.0,3.0,,315.0,,20.0,90.0
1, 1,800.0,37.0,,0.0,1.7,0.0,-1.0,3.0,0.0,320.0,,20.0,90.0
1, 1,800.0,40.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,800.0,43.0,,0.0,2.4,0.0,4.0,4.0,0.0,327.0,,30.0,75.0
1, 1,800.0,46.0,,,2.9,0.0,5.0,4.0,,324.0,,30.0,70.0
1, 1,800.0,49.0,,0.0,2.0,0.0,3.0,4.0,0.0,327.0,,30.0,85.0
1, 1,800.0,52.0,,,1.4,0.0,1.0,4.0,,326.0,,30.0,90.0
1, 1,800.0,55.0,,0.0,1.5,0.0,0.0,3.0,0.0,302.0,,20.0,95.0
1, 1,1100.0,4.0,5.0,0.0,1.4,0.0,1.0,3.0,0.0,295.0,-1.0,20.0,80.0
1, 1,1100.0,7.0,6.0,,1.3,0.0,-1.0,4.0,,318.0,-1.0,30.0,95.0
1, 1,1100.0,10.0,,0.0,1.6,0.0,-1.0,4.0,0.0,310.0,,30.0,90.0
1, 1,1100.0,13.0,,,1.6,0.0,-1.0,3.0,,300.0,,20.0,90.0
1, 1,1100.0,16.0,,0.0,2.0,0.0,3.0,3.0,0.0,294.0,,20.0,80.0
1, 1,1100.0,19.0,,,2.8,0.0,5.0,3.0,,305.0,,20.0,65.0
1, 1,1100.0,22.0,,0.0,2.1,0.0,3.0,3.0,0.0,311.0,,20.0,80.0
1, 1,1100.0,25.0,,,1.8,0.0,2.0,3.0,,315.0,,20.0,75.0
1, 1,1100.0,28.0,,0.0,1.6,0.0,2.0,3.0,0.0,315.0,,20.0,80.0
1, 1,1100.0,31.0,,,1.7,0.0,1.0,3.0,,315.0,,20.0,90.0
1, 1,1100.0,34.0,,0.0,1.7,0.0,-1.0,3.0,0.0,320.0,,20.0,90.0
1, 1,1100.0,37.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,1100.0,40.0,,0.0,2.4,0.0,4.0,4.0,0.0,327.0,,30.0,75.0
1, 1,1100.0,43.0,,,2.9,0.0,5.0,4.0,,324.0,,30.0,70.0
1, 1,1100.0,46.0,,0.0,2.0,0.0,3.0,4.0,0.0,327.0,,30.0,85.0
1, 1,1100.0,49.0,,,1.4,0.0,1.0,4.0,,326.0,,30.0,90.0
1, 1,1100.0,52.0,,0.0,1.5,0.0,0.0,3.0,0.0,302.0,,20.0,95.0
1, 1,1400.0,4.0,5.0,,1.3,0.0,-1.0,4.0,,318.0,-1.0,30.0,95.0
1, 1,1400.0,7.0,6.0,0.0,1.6,0.0,-1.0,4.0,0.0,310.0,-1.0,30.0,90.0
1, 1,1400.0,10.0,,,1.6,0.0,-1.0,3.0,,300.0,,20.0,90.0
1, 1,1400.0,13.0,,0.0,2.0,0.0,3.0,3.0,0.0,294.0,,20.0,80.0
1, 1,1400.0,16.0,,,2.8,0.0,5.0,3.0,,305.0,,20.0,65.0
1, 1,1400.0,19.0,,0.0,2.1,0.0,3.0,3.0,0.0,311.0,,20.0,80.0
1, 1,1400.0,22.0,,,1.8,0.0,2.0,3.0,,315.0,,20.0,75.0
1, 1,1400.0,25.0,,0.0,1.6,0.0,2.0,3.0,0.0,315.0,,20.0,80.0
1, 1,1400.0,28.0,,,1.7,0.0,1.0,3.0,,315.0,,20.0,90.0
1, 1,1400.0,31.0,,0.0,1.7,0.0,-1.0,3.0,0.0,320.0,,20.0,90.0
1, 1,1400.0,34.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,1400.0,37.0,,0.0,2.4,0.0,4.0,4.0,0.0,327.0,,30.0,75.0
1, 1,1400.0,40.0,,,2.9,0.0,5.0,4.0,,324.0,,30.0,70.0
1, 1,1400.0,43.0,,0.0,2.0,0.0,3.0,4.0,0.0,327.0,,30.0,85.0
1, 1,1400.0,46.0,,,1.4,0.0,1.0,4.0,,326.0,,30.0,90.0
1, 1,1400.0,49.0,,0.0,1.5,0.0,0.0,3.0,0.0,302.0,,20.0,95.0
1, 1,1700.0,4.0,5.0,0.0,1.6,0.0,-1.0,4.0,0.0,310.0,-1.0,30.0,90.0
1, 1,1700.0,7.0,6.0,,1.6,0.0,-1.0,3.0,,300.0,-1.0,20.0,90.0
1, 1,1700.0,10.0,,0.0,2.0,0.0,3.0,3.0,0.0,294.0,,20.0,80.0
1, 1,1700.0,13.0,,,2.8,0.0,5.0,3.0,,305.0,,20.0,65.0
1, 1,1700.0,16.0,,0.0,2.1,0.0,3.0,3.0,0.0,311.0,,20.0,80.0
1, 1,1700.0,19.0,,,1.8,0.0,2.0,3.0,,315.0,,20.0,75.0
1, 1,1700.0,22.0,,0.0,1.6,0.0,2.0,3.0,0.0,315.0,,20.0,80.0
1, 1,1700.0,25.0,,,1.7,0.0,1.0,3.0,,315.0,,20.0,90.0
1, 1,1700.0,28.0,,0.0,1.7,0.0,-1.0,3.0,0.0,320.0,,20.0,90.0
1, 1,1700.0,31.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,1700.0,34.0,,0.0,2.4,0.0,4.0,4.0,0.0,327.0,,30.0,75.0
1, 1,1700.0,37.0,,,2.9,0.0,5.0,4.0,,324.0,,30.0,70.0
1, 1,1700.0,40.0,,0.0,2.0,0.0,3.0,4.0,0.0,327.0,,30.0,85.0
1, 1,1700.0,43.0,,,1.4,0.0,1.0,4.0,,326.0,,30.0,90.0
1, 1,1700.0,46.0,,0.0,1.5,0.0,0.0,3.0,0.0,302.0,,20.0,95.0
1, 1,2000.0,4.0,5.0,,0.9,0.0,1.0,4.0,,270.0,-2.0,30.0,90.0
1, 1,2000.0,7.0,6.0,0.0,1.5,0.0,4.0,3.0,0.0,259.0,-3.0,20.0,80.0
1, 1,2000.0,10.0,7.0,,2.8,0.0,5.0,3.0,,291.0,,20.0,75.0
1, 1,2000.0,13.0,,0.0,2.3,0.0,3.0,3.0,0.0,304.0,,20.0,85.0
1, 1,2000.0,16.0,,,1.9,0.0,3.0,3.0,,309.0,,20.0,80.0
1, 1,2000.0,19.0,,0.0,1.8,0.0,2.0,3.0,0.0,317.0,,20.0,80.0
1, 1,2000.0,22.0,,,1.6,0.0,1.0,3.0,,317.0,,20.0,90.0
1, 1,2000.0,25.0,,0.0,1.6,0.0,-1.0,3.0,0.0,322.0,,20.0,95.0
1, 1,2000.0,28.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,2000.0,31.0,,0.0,2.5,0.0,4.0,4.0,0.0,320.0,,30.0,70.0
1, 1,2000.0,34.0,,,3.0,0.0,6.0,4.0,,320.0,,30.0,65.0
1, 1,2000.0,37.0,,0.0,2.1,0.0,3.0,4.0,0.0,329.0,,30.0,80.0
1, 1,2000.0,40.0,,,1.5,0.0,1.0,4.0,,332.0,,30.0,90.0
1, 1,2000.0,43.0,,0.0,1.4,0.0,0.0,3.0,0.0,315.0,,20.0,100.0
1, 1,2000.0,46.0,,,1.5,0.0,0.0,3.0,,302.0,,20.0,100.0
1, 1,2000.0,49.0,,0.0,1.6,0.0,0.0,3.0,0.0,288.0,,20.0,90.0
1, 1,2000.0,52.0,,,1.8,0.0,1.0,4.0,,286.0,,30.0,90.0
1, 1,2000.0,55.0,,0.0,2.3,0.0,6.0,3.0,0.0,295.0,,20.0,70.0
1, 1,2000.0,58.0,,,3.4,0.0,7.0,1.0,,310.0,,0.0,65.0
1, 1,2000.0,61.0,,0.0,2.5,0.0,4.0,1.0,0.0,323.0,,0.0,75.0
1, 1,2000.0,64.0,,,2.1,0.0,2.0,1.0,,337.0,,0.0,80.0
1, 1,2000.0,67.0,,0.0,1.8,0.0,0.0,1.0,0.0,338.0,,0.0,75.0
1, 1,2300.0,4.0,5.0,0.0,1.5,0.0,4.0,3.0,0.0,259.0,-2.0,20.0,80.0
1, 1,2300.0,7.0,6.0,,2.8,0.0,5.0,3.0,,291.0,-3.0,20.0,75.0
1, 1,2300.0,10.0,7.0,0.0,2.3,0.0,3.0,3.0,0.0,304.0,,20.0,85.0
1, 1,2300.0,13.0,,,1.9,0.0,3.0,3.0,,309.0,,20.0,80.0
1, 1,2300.0,16.0,,0.0,1.8,0.0,2.0,3.0,0.0,317.0,,20.0,80.0
1, 1,2300.0,19.0,,,1.6,0.0,1.0,3.0,,317.0,,20.0,90.0
1, 1,2300.0,22.0,,0.0,1.6,0.0,-1.0,3.0,0.0,322.0,,20.0,95.0
1, 1,2300.0,25.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,90.0
1, 1,2300.0,28.0,,0.0,2.5,0.0,4.0,4.0,0.0,320.0,,30.0,70.0
1, 1,2300.0,31.0,,,3.0,0.0,6.0,4.0,,320.0,,30.0,65.0
1, 1,2300.0,34.0,,0.0,2.1,0.0,3.0,4.0,0.0,329.0,,30.0,80.0
1, 1,2300.0,37.0,,,1.5,0.0,1.0,4.0,,332.0,,30.0,90.0
1, 1,2300.0,40.0,,0.0,1.4,0.0,0.0,3.0,0.0,315.0,,20.0,100.0
1, 1,2300.0,43.0,,,1.5,0.0,0.0,3.0,,302.0,,20.0,100.0
1, 1,2300.0,46.0,,0.0,1.6,0.0,0.0,3.0,0.0,288.0,,20.0,90.0
1, 1,2300.0,49.0,,,1.8,0.0,1.0,4.0,,286.0,,30.0,90.0
1, 1,2300.0,52.0,,0.0,2.3,0.0,6.0,3.0,0.0,295.0,,20.0,70.0
1, 1,2300.0,55.0,,,3.4,0.0,7.0,1.0,,310.0,,0.0,65.0
1, 1,2300.0,58.0,,0.0,2.5,0.0,4.0,1.0,0.0,323.0,,0.0,75.0
1, 1,2300.0,61.0,,,2.1,0.0,2.0,1.0,,337.0,,0.0,80.0
1, 1,2300.0,64.0,,0.0,1.8,0.0,0.0,1.0,0.0,338.0,,0.0,75.0
1, 10,200.0,4.0,3.0,,2.4,0.0,3.0,1.0,,327.0,-3.0,0.0,65.0
1, 10,200.0,7.0,4.0,0.0,1.8,0.0,1.0,1.0,0.0,315.0,-2.0,0.0,85.0
1, 10,200.0,10.0,3.0,,1.4,0.0,0.0,3.0,,315.0,,20.0,90.0
1, 10,200.0,13.0,,0.0,1.4,0.0,-1.0,3.0,0.0,309.0,,20.0,90.0
1, 10,200.0,16.0,,,1.5,0.0,-2.0,4.0,,298.0,,30.0,100.0
1, 10,200.0,19.0,,0.0,1.7,0.0,-2.0,3.0,0.0,310.0,,20.0,95.0
1, 10,200.0,22.0,,,1.7,0.0,0.0,3.0,,320.0,,20.0,90.0
1, 10,200.0,25.0,,0.0,2.3,0.0,4.0,3.0,0.0,326.0,,20.0,75.0
1, 10,200.0,28.0,,,2.9,0.0,3.0,3.0,,322.0,,20.0,65.0
1, 10,200.0,31.0,,0.0,2.1,0.0,1.0,3.0,0.0,319.0,,20.0,70.0
1, 10,200.0,34.0,,,1.8,0.0,0.0,3.0,,326.0,,20.0,75.0
1, 10,200.0,37.0,,0.0,1.8,0.0,-1.0,3.0,0.0,322.0,,20.0,75.0
1, 10,200.0,40.0,,,1.7,0.0,-2.0,3.0,,320.0,,20.0,80.0
1, 10,200.0,43.0,,0.0,1.8,0.0,-2.0,3.0,0.0,317.0,,20.0,80.0
1, 10,200.0,46.0,,,1.9,0.0,-1.0,3.0,,313.0,,20.0,80.0
1, 10,200.0,49.0,,0.0,3.0,0.0,1.0,1.0,0.0,311.0,,0.0,65.0
1, 10,200.0,52.0,,,3.8,0.0,2.0,1.0,,309.0,,0.0,60.0
1, 10,200.0,55.0,,0.0,3.1,0.0,0.0,1.0,0.0,308.0,,0.0,70.0
1, 10,200.0,58.0,,,2.8,0.0,-1.0,1.0,,309.0,,0.0,70.0
1, 10,200.0,61.0,,0.0,2.4,0.0,-3.0,1.0,0.0,312.0,,0.0,75.0
1, 10,500.0,4.0,4.0,0.0,1.8,0.0,1.0,1.0,0.0,315.0,-3.0,0.0,85.0
1, 10,500.0,7.0,3.0,,1.4,0.0,0.0,3.0,,315.0,-2.0,20.0,90.0
1, 10,500.0,10.0,,0.0,1.4,0.0,-1.0,3.0,0.0,309.0,,20.0,90.0
1, 10,500.0,13.0,,,1.5,0.0,-2.0,4.0,,298.0,,30.0,100.0
1, 10,500.0,16.0,,0.0,1.7,0.0,-2.0,3.0,0.0,310.0,,20.0,95.0
1, 10,500.0,19.0,,,1.7,0.0,0.0,3.0,,320.0,,20.0,90.0
1, 10,500.0,22.0,,0.0,2.3,0.0,4.0,3.0,0.0,326.0,,20.0,75.0
1, 10,500.0,25.0,,,2.9,0.0,3.0,3.0,,322.0,,20.0,65.0
1, 10,500.0,28.0,,0.0,2.1,0.0,1.0,3.0,0.0,319.0,,20.0,70.0
1, 10,500.0,31.0,,,1.8,0.0,0.0,3.0,,326.0,,20.0,75.0
1, 10,500.0,34.0,,0.0,1.8,0.0,-1.0,3.0,0.0,322.0,,20.0,75.0
1, 10,500.0,37.0,,,1.7,0.0,-2.0,3.0,,320.0,,20.0,80.0
1, 10,500.0,40.0,,0.0,1.8,0.0,-2.0,3.0,0.0,317.0,,20.0,80.0
1, 10,500.0,43.0,,,1.9,0.0,-1.0,3.0,,313.0,,20.0,80.0
1, 10,500.0,46.0,,0.0,3.0,0.0,1.0,1.0,0.0,311.0,,0.0,65.0
1, 10,500.0,49.0,,,3.8,0.0,2.0,1.0,,309.0,,0.0,60.0
1, 10,500.0,52.0,,0.0,3.1,0.0,0.0,1.0,0.0,308.0,,0.0,70.0
1, 10,500.0,55.0,,,2.8,0.0,-1.0,1.0,,309.0,,0.0,70.0
1, 10,500.0,58.0,,0.0,2.4,0.0,-3.0,1.0,0.0,312.0,,0.0,75.0
1, 10,800.0,4.0,4.0,,1.4,0.0,0.0,1.0,,330.0,-2.0,0.0,90.0
1, 10,800.0,7.0,2.0,0.0,1.3,0.0,0.0,4.0,0.0,318.0,-2.0,30.0,90.0
1, 10,800.0,10.0,,,1.5,0.0,-1.0,3.0,,312.0,,20.0,100.0
1, 10,800.0,13.0,,0.0,1.6,0.0,-1.0,4.0,0.0,317.0,,30.0,95.0
1, 10,800.0,16.0,,,1.6,0.0,0.0,4.0,,330.0,,30.0,90.0
1, 10,800.0,19.0,,0.0,2.3,0.0,3.0,3.0,0.0,329.0,,20.0,70.0
1, 10,800.0,22.0,,,2.9,0.0,3.0,3.0,,325.0,,20.0,65.0
1, 10,800.0,25.0,,0.0,2.1,0.0,1.0,3.0,0.0,325.0,,20.0,70.0
1, 10,800.0,28.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,75.0
1, 10,800.0,31.0,,0.0,1.7,0.0,-1.0,4.0,0.0,324.0,,30.0,80.0
1, 10,800.0,34.0,,,1.6,0.0,-2.0,4.0,,322.0,,30.0,80.0
1, 10,800.0,37.0,,0.0,1.8,0.0,-2.0,4.0,0.0,317.0,,30.0,80.0
1, 10,800.0,40.0,,,1.8,0.0,-1.0,4.0,,315.0,,30.0,80.0
1, 10,800.0,43.0,,0.0,2.8,0.0,1.0,3.0,0.0,308.0,,20.0,65.0
1, 10,800.0,46.0,,,3.6,0.0,2.0,3.0,,307.0,,20.0,65.0
1, 10,800.0,49.0,,0.0,2.7,0.0,0.0,3.0,0.0,306.0,,20.0,70.0
1, 10,800.0,52.0,,,2.4,0.0,-1.0,3.0,,308.0,,20.0,75.0
1, 10,800.0,55.0,,0.0,2.2,0.0,-2.0,3.0,0.0,309.0,,20.0,75.0
1, 10,1100.0,4.0,4.0,0.0,1.3,0.0,0.0,4.0,0.0,318.0,-2.0,30.0,90.0
1, 10,1100.0,7.0,2.0,,1.5,0.0,-1.0,3.0,,312.0,-2.0,20.0,100.0
1, 10,1100.0,10.0,,0.0,1.6,0.0,-1.0,4.0,0.0,317.0,,30.0,95.0
1, 10,1100.0,13.0,,,1.6,0.0,0.0,4.0,,330.0,,30.0,90.0
1, 10,1100.0,16.0,,0.0,2.3,0.0,3.0,3.0,0.0,329.0,,20.0,70.0
1, 10,1100.0,19.0,,,2.9,0.0,3.0,3.0,,325.0,,20.0,65.0
1, 10,1100.0,22.0,,0.0,2.1,0.0,1.0,3.0,0.0,325.0,,20.0,70.0
1, 10,1100.0,25.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,75.0
1, 10,1100.0,28.0,,0.0,1.7,0.0,-1.0,4.0,0.0,324.0,,30.0,80.0
1, 10,1100.0,31.0,,,1.6,0.0,-2.0,4.0,,322.0,,30.0,80.0
1, 10,1100.0,34.0,,0.0,1.8,0.0,-2.0,4.0,0.0,317.0,,30.0,80.0
1, 10,1100.0,37.0,,,1.8,0.0,-1.0,4.0,,315.0,,30.0,80.0
1, 10,1100.0,40.0,,0.0,2.8,0.0,1.0,3.0,0.0,308.0,,20.0,65.0
1, 10,1100.0,43.0,,,3.6,0.0,2.0,3.0,,307.0,,20.0,65.0
1, 10,1100.0,46.0,,0.0,2.7,0.0,0.0,3.0,0.0,306.0,,20.0,70.0
1, 10,1100.0,49.0,,,2.4,0.0,-1.0,3.0,,308.0,,20.0,75.0
1, 10,1100.0,52.0,,0.0,2.2,0.0,-2.0,3.0,0.0,309.0,,20.0,75.0
1, 10,1400.0,4.0,4.0,,1.5,0.0,-1.0,3.0,,312.0,-2.0,20.0,100.0
1, 10,1400.0,7.0,2.0,0.0,1.6,0.0,-1.0,4.0,0.0,317.0,-2.0,30.0,95.0
1, 10,1400.0,10.0,,,1.6,0.0,0.0,4.0,,330.0,,30.0,90.0
1, 10,1400.0,13.0,,0.0,2.3,0.0,3.0,3.0,0.0,329.0,,20.0,70.0
1, 10,1400.0,16.0,,,2.9,0.0,3.0,3.0,,325.0,,20.0,65.0
1, 10,1400.0,19.0,,0.0,2.1,0.0,1.0,3.0,0.0,325.0,,20.0,70.0
1, 10,1400.0,22.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,75.0
1, 10,1400.0,25.0,,0.0,1.7,0.0,-1.0,4.0,0.0,324.0,,30.0,80.0
1, 10,1400.0,28.0,,,1.6,0.0,-2.0,4.0,,322.0,,30.0,80.0
1, 10,1400.0,31.0,,0.0,1.8,0.0,-2.0,4.0,0.0,317.0,,30.0,80.0
1, 10,1400.0,34.0,,,1.8,0.0,-1.0,4.0,,315.0,,30.0,80.0
1, 10,1400.0,37.0,,0.0,2.8,0.0,1.0,3.0,0.0,308.0,,20.0,65.0
1, 10,1400.0,40.0,,,3.6,0.0,2.0,3.0,,307.0,,20.0,65.0
1, 10,1400.0,43.0,,0.0,2.7,0.0,0.0,3.0,0.0,306.0,,20.0,70.0
1, 10,1400.0,46.0,,,2.4,0.0,-1.0,3.0,,308.0,,20.0,75.0
1, 10,1400.0,49.0,,0.0,2.2,0.0,-2.0,3.0,0.0,309.0,,20.0,75.0
1, 10,1700.0,4.0,4.0,0.0,1.6,0.0,-1.0,4.0,0.0,317.0,-2.0,30.0,95.0
1, 10,1700.0,7.0,2.0,,1.6,0.0,0.0,4.0,,330.0,-2.0,30.0,90.0
1, 10,1700.0,10.0,,0.0,2.3,0.0,3.0,3.0,0.0,329.0,,20.0,70.0
1, 10,1700.0,13.0,,,2.9,0.0,3.0,3.0,,325.0,,20.0,65.0
1, 10,1700.0,16.0,,0.0,2.1,0.0,1.0,3.0,0.0,325.0,,20.0,70.0
1, 10,1700.0,19.0,,,1.7,0.0,0.0,4.0,,324.0,,30.0,75.0
1, 10,1700.0,22.0,,0.0,1.7,0.0,-1.0,4.0,0.0,324.0,,30.0,80.0
1, 10,1700.0,25.0,,,1.6,0.0,-2.0,4.0,,322.0,,30.0,80.0
1, 10,1700.0,28.0,,0.0,1.8,0.0,-2.0,4.0,0.0,317.0,,30.0,80.0
1, 10,1700.0,31.0,,,1.8,0.0,-1.0,4.0,,315.0,,30.0,80.0
1, 10,1700.0,34.0,,0.0,2.8,0.0,1.0,3.0,0.0,308.0,,20.0,65.0
1, 10,1700.0,37.0,,,3.6,0.0,2.0,3.0,,307.0,,20.0,65.0
1, 10,1700.0,40.0,,0.0,2.7,0.0,0.0,3.0,0.0,306.0,,20.0,70.0
1, 10,1700.0,43.0,,,2.4,0.0,-1.0,3.0,,308.0,,20.0,75.0
1, 10,1700.0,46.0,,0.0,2.2,0.0,-2.0,3.0,0.0,309.0,,20.0,75.0
1, 10,2000.0,4.0,4.0,,1.6,0.0,-1.0,4.0,,338.0,-2.0,30.0,100.0
1, 10,2000.0,7.0,2.0,0.0,2.2,0.0,3.0,3.0,0.0,326.0,-2.0,20.0,70.0
1, 10,2000.0,10.0,0.0,,2.9,0.0,4.0,3.0,,324.0,,20.0,65.0
1, 10,2000.0,13.0,,0.0,2.3,0.0,1.0,3.0,0.0,322.0,,20.0,70.0
1, 10,2000.0,16.0,,,1.9,0.0,0.0,4.0,,324.0,,30.0,75.0
1, 10,2000.0,19.0,,0.0,1.7,0.0,-1.0,4.0,0.0,320.0,,30.0,75.0
1, 10,2000.0,22.0,,,1.8,0.0,-2.0,4.0,,317.0,,30.0,80.0
1, 10,2000.0,25.0,,0.0,1.8,0.0,-2.0,4.0,0.0,317.0,,30.0,80.0
1, 10,2000.0,28.0,,,2.0,0.0,-1.0,4.0,,311.0,,30.0,80.0
1, 10,2000.0,31.0,,0.0,3.1,0.0,1.0,3.0,0.0,308.0,,20.0,65.0
1, 10,2000.0,34.0,,,3.9,0.0,2.0,3.0,,308.0,,20.0,65.0
1, 10,2000.0,37.0,,0.0,2.9,0.0,0.0,3.0,0.0,308.0,,20.0,70.0
1, 10,2000.0,40.0,,,2.7,0.0,-1.0,3.0,,309.0,,20.0,75.0
1, 10,2000.0,43.0,,0.0,2.4,0.0,-2.0,3.0,0.0,312.0,,20.0,75.0
1, 10,2000.0,46.0,,,2.2,0.0,-2.0,3.0,,313.0,,20.0,70.0
1, 10,2000.0,49.0,,0.0,2.1,0.0,-2.0,4.0,0.0,315.0,,30.0,75.0
1, 10,2000.0,52.0,,,2.1,0.0,-2.0,4.0,,315.0,,30.0,75.0
1, 10,2000.0,55.0,,0.0,3.2,0.0,0.0,3.0,0.0,311.0,,20.0,60.0
1, 10,2000.0,58.0,,,3.5,0.0,0.0,3.0,,311.0,,20.0,55.0
1, 10,2000.0,61.0,,0.0,2.4,0.0,-2.0,3.0,0.0,312.0,,20.0,65.0
1, 10,2000.0,64.0,,,1.8,0.0,-3.0,3.0,,313.0,,20.0,80.0
1, 10,2000.0,67.0,,0.0,1.5,0.0,-4.0,4.0,0.0,323.0,,30.0,80.0
1, 10,2300.0,4.0,4.0,0.0,2.2,0.0,3.0,3.0,0.0,326.0,-2.0,20.0,70.0
1, 10,2300.0,7.0,2.0,,2.9,0.0,4.0,3.0,,324.0,-2.0,20.0,65.0
1, 10,2300.0,10.0,0.0,0.0,2.3,0.0,1.0,3.0,0.0,322.0,,20.0,70.0
1, 10,2300.0,13.0,,,1.9,0.0,0.0,4.0,,324.0,,30.0,75.0
